,0
700,2635.3247
701,2629.4622
702,2621.1274
703,2610.437
704,2598.5784
705,2583.7307
706,2566.6543
707,2545.501
708,2521.5383
709,2502.85
710,2491.0452
711,2483.4238
712,2477.409
713,2474.0334
714,2471.123
715,2472.936
716,2478.771
717,2486.9995
718,2495.5637
719,2504.8179
720,2513.1926
721,2520.9287
722,2529.6157
723,2537.557
724,2547.289
725,2557.2893
726,2565.8193
727,2572.8438
728,2579.7493
729,2585.104
730,2589.3713
731,2593.2593
732,2598.5242
733,2604.8613
734,2611.4578
735,2619.0754
736,2626.9128
737,2633.2275
738,2636.965
739,2640.5132
740,2644.0474
741,2648.8843
742,2653.3806
743,2658.506
744,2663.9805
745,2669.7773
746,2675.3333
747,2680.4106
748,2686.2876
749,2691.2122
750,2695.1638
751,2698.3953
752,2701.584
753,2705.3506
754,2707.815
755,2709.4116
756,2709.0518
757,2705.7905
758,2702.5032
759,2701.4763
760,2702.008
761,2703.8865
762,2706.32
763,2709.6284
764,2714.1416
765,2718.2761
766,2721.4016
767,2725.3533
768,2726.3555
769,2727.2483
770,2728.1636
771,2728.3347
772,2729.305
773,2731.5847
774,2735.338
775,2739.8987
776,2744.4238
777,2749.2688
778,2754.0977
779,2758.4521
780,2761.9902
781,2765.5088
782,2769.1467
783,2772.9219
784,2776.6592
785,2780.2988
786,2782.9668
787,2784.7275
788,2786.5637
789,2789.5107
790,2792.2896
791,2794.7034
792,2797.6284
793,2800.2573
794,2803.4573
795,2804.8816
796,2806.0305
797,2805.6914
798,2805.036
799,2802.2852
800,2797.8528
801,2793.1475
802,2787.1987
803,2780.0635
804,2772.9407
805,2768.251
806,2764.9143
807,2761.6035
808,2759.453
809,2758.0554
810,2756.0593
811,2753.8772
812,2751.6387
813,2747.2446
814,2742.23
815,2735.9685
816,2728.7844
817,2722.328
818,2719.7622
819,2719.4614
820,2721.8157
821,2727.1611
822,2734.4756
823,2741.0662
824,2747.3403
825,2753.0168
826,2758.1543
827,2763.5806
828,2769.373
829,2776.4636
830,2783.6135
831,2790.2427
832,2795.857
833,2799.5098
834,2801.7224
835,2803.78
836,2807.558
837,2811.1562
838,2815.2861
839,2819.6064
840,2823.4365
841,2826.0286
842,2829.2617
843,2832.8696
844,2836.5327
845,2840.7393
846,2844.4758
847,2847.4187
848,2848.3909
849,2849.9314
850,2850.09
851,2850.4773
852,2850.984
853,2852.4224
854,2853.8882
855,2855.943
856,2857.1335
857,2858.4744
858,2857.735
859,2854.3916
860,2847.7437
861,2838.1697
862,2827.7961
863,2819.6384
864,2814.6016
865,2809.8984
866,2804.5725
867,2800.34
868,2794.1025
869,2788.8237
870,2786.882
871,2786.6238
872,2787.488
873,2789.4272
874,2790.6377
875,2789.1565
876,2788.3296
877,2785.7231
878,2785.4846
879,2787.41
880,2788.5303
881,2790.4238
882,2794.4282
883,2799.997
884,2806.3071
885,2811.5796
886,2816.7654
887,2822.9463
888,2829.0825
889,2833.9084
890,2837.8728
891,2841.4111
892,2844.8765
893,2847.844
894,2849.0107
895,2850.4604
896,2849.8247
897,2849.4778
898,2849.019
899,2847.526
900,2846.6997
901,2842.824
902,2836.1152
903,2830.5225
904,2826.8071
905,2822.7224
906,2818.519
907,2815.04
908,2814.5588
909,2815.357
910,2817.2761
911,2820.5151
912,2824.7068
913,2828.8276
914,2832.7031
915,2836.9866
916,2840.1162
917,2843.7764
918,2846.5725
919,2850.4434
920,2854.4336
921,2858.447
922,2862.5474
923,2866.5452
924,2871.6995
925,2876.8743
926,2881.424
927,2886.0532
928,2889.9507
929,2893.2297
930,2896.4326
931,2898.9844
932,2901.4304
933,2904.4634
934,2907.9143
935,2911.7498
936,2914.7598
937,2916.987
938,2918.866
939,2920.694
940,2923.1958
941,2926.2212
942,2929.2957
943,2932.0173
944,2931.4924
945,2930.823
946,2930.6414
947,2931.3147
948,2932.585
949,2933.6814
950,2934.736
951,2935.9775
952,2938.4841
953,2942.054
954,2946.3762
955,2950.6868
956,2954.592
957,2959.6528
958,2964.7227
959,2969.4324
960,2973.7458
961,2978.5488
962,2982.6667
963,2985.012
964,2988.0566
965,2989.922
966,2990.856
967,2992.5352
968,2993.9868
969,2996.6501
970,3000.1965
971,3003.273
972,3006.775
973,3009.926
974,3013.7644
975,3018.4497
976,3022.891
977,3027.4158
978,3030.874
979,3034.5872
980,3033.7544
981,3032.1301
982,3031.617
983,3029.615
984,3028.678
985,3025.6814
986,3024.6333
987,3026.1926
988,3029.4575
989,3032.759
990,3035.2092
991,3039.6047
992,3044.3071
993,3048.6377
994,3053.1555
995,3056.8777
996,3060.6152
997,3063.951
998,3065.9102
999,3062.3616
1000,3056.5735
1001,3045.2136
1002,3028.9639
1003,3004.5203
1004,2981.6035
1005,2966.028
1006,2951.1248
1007,2939.8794
1008,2924.5833
1009,2904.8674
1010,2882.1968
1011,2860.347
1012,2829.1301
1013,2793.3206
1014,2753.7214
1015,2709.7
1016,2666.9453
1017,2624.307
